"site","Location","Cam.nr","Series","Picture","Species","Nr","Year","Month","Day","Hour_exact","Hour_BERDS","Comment","Camera.Brand","Easting.1","Northing.1","Mammal","Brand","Date_Place","Date_Remov","obsdate","Last.Record","Days","visit","Notes","Conservati","Active_Log","Logged_in","Hurricane","Fire_Damag","Location_d","Landscape","date_time_obs","First_Obs"
"507H","Yalbac507H",507,"H",169,"Gray Fox",1,2016,12,8,3.54,4,"Time off","Bushnell",283483,1934993.94,"Yes","Bushnell",2015-12-01,2016-02-29,2015-12-08,2016-03-01,90,8,"Changed date","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-12-08 3.54",2015-12-01
"505G","Yalbac505G",505,"G",124,"Gray Fox",1,2015,12,9,11.2,11.5,"","Moultrie",291021,1956145,"Yes","Moultrycam",2015-11-09,2015-01-09,2015-12-09,2016-01-10,61,31," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-12-09 11.20",2015-11-09
"507H","Yalbac507H",507,"H",178,"Gray Fox",1,2016,12,10,10.05,10,"Time off","Bushnell",283483,1934993.94,"Yes","Bushnell",2015-12-01,2016-02-29,2015-12-10,2016-03-01,90,10,"Changed date","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-12-10 10.05",2015-12-01
"507H","Yalbac507H",507,"H",185,"Gray Fox",1,2016,12,10,18.15,18.5,"Time off","Bushnell",283483,1934993.94,"Yes","Bushnell",2015-12-01,2016-02-29,2015-12-10,2016-03-01,90,10,"Changed date","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-12-10 18.15",2015-12-01
"505G","Yalbac505G",505,"G",130,"Gray Fox",1,2015,12,11,3.38,3.5,"","Moultrie",291021,1956145,"Yes","Moultrycam",2015-11-09,2015-01-09,2015-12-11,2016-01-10,61,33," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-12-11 3.38",2015-11-09
"505G","Yalbac505G",505,"G",133,"Gray Fox",1,2015,12,11,12.3,12.5,"","Moultrie",291021,1956145,"Yes","Moultrycam",2015-11-09,2015-01-09,2015-12-11,2016-01-10,61,33," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-12-11 12.30",2015-11-09
"505G","Yalbac505G",505,"G",142,"Gray Fox",1,2015,12,13,21.31,21.5,"","Moultrie",291021,1956145,"Yes","Moultrycam",2015-11-09,2015-01-09,2015-12-13,2016-01-10,61,35," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-12-13 21.31",2015-11-09
"506G","Yalbac506G",506,"G",397,"Gray Fox",1,2015,12,15,12.02,12,"","Bushnell",292534,1956194,"Yes","Bushnell",2015-11-09,2015-01-09,2015-12-15,2016-01-10,61,37," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-12-15 12.02",2015-11-09
"507H","Yalbac507H",507,"H",238,"Gray Fox",2,2016,12,15,20.19,20.5,"Time off","Bushnell",283483,1934993.94,"Yes","Bushnell",2015-12-01,2016-02-29,2015-12-15,2016-03-01,90,15,"Changed date","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-12-15 20.19",2015-12-01
"505G","Yalbac505G",505,"G",152,"Gray Fox",1,2015,12,16,5.07,5,"","Moultrie",291021,1956145,"Yes","Moultrycam",2015-11-09,2015-01-09,2015-12-16,2016-01-10,61,38," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-12-16 5.07",2015-11-09
"505G","Yalbac505G",505,"G",154,"Gray Fox",1,2015,12,16,20.3,20.5,"","Moultrie",291021,1956145,"Yes","Moultrycam",2015-11-09,2015-01-09,2015-12-16,2016-01-10,61,38," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-12-16 20.30",2015-11-09
"508H","Yalbac508H",508,"H",1791,"Gray Fox",1,2015,12,17,1.2,1.5,"","ScoutGuard",NA,NA,"Yes","Scoutguard",2015-12-01,2016-02-29,2015-12-17,2015-12-19,17,17," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-12-17 1.20",2015-12-01
"510H","Yalbac510H",510,"H",151,"Gray Fox",1,2015,12,17,10.56,11,"","Moultrie",282719,1935522.766,"Yes","Moultrycam",2015-12-01,2016-02-29,2015-12-17,2016-03-01,90,17," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-12-17 10.56",2015-12-01
"505G","Yalbac505G",505,"G",163,"Gray Fox",1,2015,12,22,5.36,5.5,"","Moultrie",291021,1956145,"Yes","Moultrycam",2015-11-09,2015-01-09,2015-12-22,2016-01-10,61,44," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-12-22 5.36",2015-11-09
"505G","Yalbac505G",505,"G",193,"Gray Fox",1,2015,12,27,4.29,4.5,"","Moultrie",291021,1956145,"Yes","Moultrycam",2015-11-09,2015-01-09,2015-12-27,2016-01-10,61,49," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-12-27 4.29",2015-11-09
"505G","Yalbac505G",505,"G",196,"Gray Fox",1,2015,12,27,8.31,8.5,"","Moultrie",291021,1956145,"Yes","Moultrycam",2015-11-09,2015-01-09,2015-12-27,2016-01-10,61,49," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-12-27 8.31",2015-11-09
"511H","Yalbac511H",511,"H",130,"Gray Fox",1,2015,12,28,6.42,6.5,"","Moultrie",282087,1935456.716,"Yes","Moultrycam",2015-12-01,2016-02-29,2015-12-28,2016-03-01,90,28," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-12-28 6.42",2015-12-01
"511H","Yalbac511H",511,"H",136,"Gray Fox",1,2015,12,28,20.57,21,"","Moultrie",282087,1935456.716,"Yes","Moultrycam",2015-12-01,2016-02-29,2015-12-28,2016-03-01,90,28," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-12-28 20.57",2015-12-01
"505G","Yalbac505G",505,"G",199,"Gray Fox",1,2015,12,29,11.37,11.5,"","Moultrie",291021,1956145,"Yes","Moultrycam",2015-11-09,2015-01-09,2015-12-29,2016-01-10,61,51," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-12-29 11.37",2015-11-09
"505G","Yalbac505G",505,"G",205,"Gray Fox",1,2015,12,30,9.37,9.5,"","Moultrie",291021,1956145,"Yes","Moultrycam",2015-11-09,2015-01-09,2015-12-30,2016-01-10,61,52," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-12-30 9.37",2015-11-09
"505G","Yalbac505G",505,"G",217,"Gray Fox",1,2015,12,31,23.21,23.5,"","Moultrie",291021,1956145,"Yes","Moultrycam",2015-11-09,2015-01-09,2015-12-31,2016-01-10,61,53," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-12-31 23.21",2015-11-09
"505G","Yalbac505G",505,"G",220,"Gray Fox",1,2015,12,31,11.24,11.5,"","Moultrie",291021,1956145,"Yes","Moultrycam",2015-11-09,2015-01-09,2015-12-31,2016-01-10,61,53," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-12-31 11.24",2015-11-09
"504F","Yalbac504F",504,"F",442,"Gray Fox",1,2015,9,30,11,11,"","HCO ScoutGuard",289314,1956370,"Yes","Scoutguard",2015-09-15,2015-11-09,2015-09-30,2015-10-11,25,16,"Only movies","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-30 11.00",2015-09-15
"503E","Yalbac503E",503,"E",13,"Gray-headed Dove",1,2015,8,1,17.35,17.5,"","Bushnell",291322,1957347,"No","Bushnell",2015-06-29,2015-09-15,2015-08-01,2015-09-16,78,34," ","No","Yes",NA,"No","No","At Pond","Mature forest","2015-08-01 17.35",2015-06-29
"503E","Yalbac503E",503,"E",33,"Gray-headed Dove",1,2015,8,2,9.15,9,"","Bushnell",291322,1957347,"No","Bushnell",2015-06-29,2015-09-15,2015-08-02,2015-09-16,78,35," ","No","Yes",NA,"No","No","At Pond","Mature forest","2015-08-02 9.15",2015-06-29
"503E","Yalbac503E",503,"E",308,"Gray-headed Dove",1,2015,8,20,12.34,12.5,"","Bushnell",291322,1957347,"No","Bushnell",2015-06-29,2015-09-15,2015-08-20,2015-09-16,78,53," ","No","Yes",NA,"No","No","At Pond","Mature forest","2015-08-20 12.34",2015-06-29
"504C","Yalbac504C",504,"C",1209,"Gray-headed Dove",1,2015,5,28,8.13,8,"","ScoutGuard",292789,1954318,"No","Scoutguard",2015-04-10,2015-05-30,2015-05-28,2015-05-30,49,49," ","No","Yes",NA,"No","No","Along narrow seismic line","Mature forest","2015-05-28 8.13",2015-04-10
"504C","Yalbac504C",504,"C",1212,"Gray-headed Dove",1,2015,5,28,9.1,9,"","ScoutGuard",292789,1954318,"No","Scoutguard",2015-04-10,2015-05-30,2015-05-28,2015-05-30,49,49," ","No","Yes",NA,"No","No","Along narrow seismic line","Mature forest","2015-05-28 9.10",2015-04-10
"503D","Yalbac504D",503,"D",22,"Gray-headed Dove",1,2015,5,30,16.09,16,"","Bushnell",NA,NA,"No","Bushnell",2015-05-30,2015-06-29,2015-05-30,2015-08-06,67,1," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-05-30 16.09",2015-05-30
"503D","Yalbac503D",503,"D",94,"Gray-headed Dove",1,2015,6,4,13.03,13,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-06-04,2015-08-06,67,6," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-06-04 13.03",2015-05-30
"503D","Yalbac503D",503,"D",103,"Gray-headed Dove",1,2015,6,4,13.25,13.5,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-06-04,2015-08-06,67,6," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-06-04 13.25",2015-05-30
"503D","Yalbac503D",503,"D",121,"Gray-headed Dove",1,2015,6,4,17.02,17,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-06-04,2015-08-06,67,6," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-06-04 17.02",2015-05-30
"503D","Yalbac503D",503,"D",127,"Gray-headed Dove",1,2015,6,6,7.31,7.5,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-06-06,2015-08-06,67,8," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-06-06 7.31",2015-05-30
"503D","Yalbac503D",503,"D",151,"Gray-headed Dove",1,2015,6,8,10.52,11,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-06-08,2015-08-06,67,10," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-06-08 10.52",2015-05-30
"503D","Yalbac503D",503,"D",235,"Gray-headed Dove",1,2015,6,12,9.09,9,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-06-12,2015-08-06,67,14," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-06-12 9.09",2015-05-30
"507D","Yalbac507D",507,"D",31,"Gray-headed Dove",1,2015,6,12,7.35,7.5,"","Bushnell",283856,1935164,"No","Bushnell",2015-05-30,2015-06-29,2015-06-12,2015-08-06,67,14," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-06-12 7.35",2015-05-30
"507D","Yalbac507D",507,"D",31,"Gray-headed Dove",2,2015,6,13,6.52,7,"","Bushnell",283856,1935164,"No","Bushnell",2015-05-30,2015-06-29,2015-06-13,2015-08-06,67,15," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-06-13 6.52",2015-05-30
"503D","Yalbac503D",503,"D",289,"Gray-headed Dove",1,2015,6,14,15.51,16,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-06-14,2015-08-06,67,16," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-06-14 15.51",2015-05-30
"503D","Yalbac503D",503,"D",294,"Gray-headed Dove",1,2015,6,14,16.27,16.5,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-06-14,2015-08-06,67,16," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-06-14 16.27",2015-05-30
"503D","Yalbac503D",503,"D",328,"Gray-headed Dove",1,2015,6,16,6.3,6.5,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-06-16,2015-08-06,67,18," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-06-16 6.30",2015-05-30
"503D","Yalbac503D",503,"D",364,"Gray-headed Dove",1,2015,6,19,10.1,10,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-06-19,2015-08-06,67,21," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-06-19 10.10",2015-05-30
"503D","Yalbac503D",503,"D",382,"Gray-headed Dove",1,2015,6,20,16.07,16,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-06-20,2015-08-06,67,22," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-06-20 16.07",2015-05-30
"503D","Yalbac503D",503,"D",388,"Gray-headed Dove",1,2015,6,21,16.57,17,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-06-21,2015-08-06,67,23," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-06-21 16.57",2015-05-30
"503D","Yalbac503D",503,"D",409,"Gray-headed Dove",1,2015,6,22,16.38,16.5,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-06-22,2015-08-06,67,24," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-06-22 16.38",2015-05-30
"503D","Yalbac503D",503,"D",418,"Gray-headed Dove",1,2015,6,23,14.23,14.5,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-06-23,2015-08-06,67,25," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-06-23 14.23",2015-05-30
"503D","Yalbac503D",503,"D",448,"Gray-headed Dove",1,2015,6,25,8.43,8.5,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-06-25,2015-08-06,67,27," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-06-25 8.43",2015-05-30
"503D","Yalbac503D",503,"D",457,"Gray-headed Dove",1,2015,6,26,10.38,10.5,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-06-26,2015-08-06,67,28," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-06-26 10.38",2015-05-30
"503D","Yalbac503D",503,"D",469,"Gray-headed Dove",1,2015,6,28,7.42,7.5,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-06-28,2015-08-06,67,30," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-06-28 7.42",2015-05-30
"503D","Yalbac503D",503,"D",472,"Gray-headed Dove",1,2015,6,28,8.16,8.5,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-06-28,2015-08-06,67,30," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-06-28 8.16",2015-05-30
"503D","Yalbac503D",503,"D",478,"Gray-headed Dove",1,2015,6,28,14.39,14.5,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-06-28,2015-08-06,67,30," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-06-28 14.39",2015-05-30
"503D","Yalbac503D",503,"D",493,"Gray-headed Dove",1,2015,6,30,15.45,16,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-06-30,2015-08-06,67,32," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-06-30 15.45",2015-05-30
"503D","Yalbac503D",503,"D",523,"Gray-headed Dove",1,2015,7,2,13.1,13,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-07-02,2015-08-06,67,34," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-07-02 13.10",2015-05-30
"501D","Yalbac501D",501,"D",122,"Gray-headed Dove",2,2015,7,4,11.57,12,"","Bushnell",292588,1957992,"No","Bushnell",2015-05-30,2015-06-29,2015-07-04,2015-08-06,67,36," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-07-04 11.57",2015-05-30
"503D","Yalbac503D",503,"D",532,"Gray-headed Dove",1,2015,7,4,6.45,7,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-07-04,2015-08-06,67,36," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-07-04 6.45",2015-05-30
"503D","Yalbac503D",503,"D",595,"Gray-headed Dove",1,2015,7,11,7.3,7.5,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-07-11,2015-08-06,67,43," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-07-11 7.30",2015-05-30
"503D","Yalbac503D",503,"D",619,"Gray-headed Dove",1,2015,7,13,17.48,18,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-07-13,2015-08-06,67,45," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-07-13 17.48",2015-05-30
"503D","Yalbac503D",503,"D",685,"Gray-headed Dove",1,2015,7,16,14,14,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-07-16,2015-08-06,67,48," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-07-16 14.00",2015-05-30
"503D","Yalbac503D",503,"D",739,"Gray-headed Dove",1,2015,7,17,12.29,12.5,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-07-17,2015-08-06,67,49," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-07-17 12.29",2015-05-30
"503D","Yalbac503D",503,"D",754,"Gray-headed Dove",1,2015,7,18,11.28,11.5,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-07-18,2015-08-06,67,50," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-07-18 11.28",2015-05-30
"503D","Yalbac503D",503,"D",772,"Gray-headed Dove",2,2015,7,19,6.5,7,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-07-19,2015-08-06,67,51," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-07-19 6.50",2015-05-30
"503D","Yalbac503D",503,"D",781,"Gray-headed Dove",1,2015,7,19,12.47,13,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-07-19,2015-08-06,67,51," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-07-19 12.47",2015-05-30
"503D","Yalbac503D",503,"D",799,"Gray-headed Dove",1,2015,7,20,12.21,12.5,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-07-20,2015-08-06,67,52," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-07-20 12.21",2015-05-30
"503D","Yalbac503D",503,"D",817,"Gray-headed Dove",1,2015,7,21,10.55,11,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-07-21,2015-08-06,67,53," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-07-21 10.55",2015-05-30
"503D","Yalbac503D",503,"D",943,"Gray-headed Dove",1,2015,7,24,8.02,8,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-07-24,2015-08-06,67,56," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-07-24 8.02",2015-05-30
"503D","Yalbac503D",503,"D",1,"Gray-headed Dove",1,2015,7,26,13.47,14,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-07-26,2015-08-06,67,58," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-07-26 13.47",2015-05-30
"503D","Yalbac503D",503,"D",7,"Gray-headed Dove",1,2015,7,26,14.2,14.5,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-07-26,2015-08-06,67,58," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-07-26 14.20",2015-05-30
"503D","Yalbac503D",503,"D",37,"Gray-headed Dove",1,2015,7,27,18.08,18,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-07-27,2015-08-06,67,59," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-07-27 18.08",2015-05-30
"503D","Yalbac503D",503,"D",82,"Gray-headed Dove",1,2015,7,28,15.07,15,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-07-28,2015-08-06,67,60," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-07-28 15.07",2015-05-30
"512E","Yalbac512E",512,"E",917,"Gray-headed Dove",1,2015,8,14,7.26,7.5,"","ScoutGuard",282178,1935684,"No","Scoutguard",2015-06-29,2015-09-15,2015-08-14,2015-09-16,78,47," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-08-14 7.26",2015-06-29
"512E","Yalbac512E",512,"E",1493,"Gray-headed Dove",1,2015,8,21,7.42,7.5,"","ScoutGuard",282178,1935684,"No","Scoutguard",2015-06-29,2015-09-15,2015-08-21,2015-09-16,78,54," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-08-21 7.42",2015-06-29
"512E","Yalbac512E",512,"E",2611,"Gray-headed Dove",1,2015,9,10,8.1,8,"","ScoutGuard",282178,1935684,"No","Scoutguard",2015-06-29,2015-09-15,2015-09-10,2015-09-16,78,74," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-09-10 8.10",2015-06-29
"512F","Yalbac512F",512,"F",51,"Gray-headed Dove",1,2015,9,22,7.43,7.5,"","ScoutGuard",281718,1935445,"No","Scoutguard",2015-09-15,2015-11-09,2015-09-22,2015-11-10,55,8," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-09-22 7.43",2015-09-15
"512F","Yalbac512F",512,"F",86,"Gray-headed Dove",1,2015,9,26,15.14,15,"","ScoutGuard",281718,1935445,"No","Scoutguard",2015-09-15,2015-11-09,2015-09-26,2015-11-10,55,12," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-09-26 15.14",2015-09-15
"507F","Yalbac507F",507,"F",22,"Gray-headed Dove",1,2015,10,3,7.11,7,"","Bushnell",283119,1935211,"No","Bushnell",2015-09-15,2015-11-09,2015-10-03,2015-11-10,55,19," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-10-03 7.11",2015-09-15
"509F","Yalbac509F",509,"F",97,"Gray-headed Dove",1,2015,10,25,7.37,7.5,"","Bushnell",283280,1934662,"No","Bushnell",2015-09-15,2015-11-09,2015-10-25,2015-11-10,55,41," ","No","Yes","2015","Yes","No","Along narrow logging trail","Disturbed High forest","2015-10-25 7.37",2015-09-15
"507G","Yalbac507G",507,"G",64,"Gray-headed Dove",1,2015,11,29,10.16,10,"","Bushnell",282985,1935446,"No","Bushnell",2015-11-09,2015-12-01,2015-11-29,2015-12-02,22,21," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-11-29 10.16",2015-11-09
"507H","Yalbac507H",507,"H",336,"Gray-headed Dove",1,2016,1,8,10.38,10.5,"Time off","Bushnell",283483,1934993.94,"No","Bushnell",2015-12-01,2016-02-29,2016-01-08,2016-03-01,90,39,"Changed date","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2016-01-08 10.38",2015-12-01
"507H","Yalbac507H",507,"H",430,"Gray-headed Dove",1,2016,1,17,11.01,11,"Time off","Bushnell",283483,1934993.94,"No","Bushnell",2015-12-01,2016-02-29,2016-01-17,2016-03-01,90,48,"Changed date","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2016-01-17 11.01",2015-12-01
